# OpenSignals Text File Format. Version 1
# {"84:BA:20:AE:BC:92": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:AE:BC:92", "device connection": "BTH84:BA:20:AE:BC:92", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "11:25:7.371", "channels": [2, 3, 4], "sensor": ["RAW", "RESPBIT", "ECGBIT"], "label": ["A2", "A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3", "A4"], "special": [{}, {}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	0.0	0.0	0.0	502.0	0.348	0.434	
1.0	0.0	0.0	0.0	0.0	501.0	0.351	0.088	
2.0	0.0	0.0	0.0	0.0	499.0	0.354	-0.085	
3.0	0.0	0.0	0.0	0.0	497.0	0.351	-0.038	
4.0	0.0	0.0	0.0	0.0	496.0	0.332	-0.003	
5.0	0.0	0.0	0.0	0.0	495.0	0.306	-0.003	
6.0	0.0	0.0	0.0	0.0	495.0	0.274	-0.047	
7.0	0.0	0.0	0.0	0.0	495.0	0.235	0.047	
8.0	0.0	0.0	0.0	0.0	496.0	0.197	-0.038	
9.0	0.0	0.0	0.0	0.0	496.0	0.155	-0.144	
10.0	0.0	0.0	0.0	0.0	494.0	0.106	-0.12	
11.0	0.0	0.0	0.0	0.0	493.0	0.052	-0.135	
12.0	0.0	0.0	0.0	0.0	492.0	-0.003	-0.155	
13.0	0.0	0.0	0.0	0.0	492.0	-0.058	-0.105	
14.0	0.0	0.0	0.0	0.0	492.0	-0.11	-0.132	
15.0	0.0	0.0	0.0	0.0	494.0	-0.158	-0.07	
0.0	0.0	0.0	0.0	0.0	494.0	-0.206	-0.149	
1.0	0.0	0.0	0.0	0.0	495.0	-0.251	-0.003	
2.0	0.0	0.0	0.0	0.0	495.0	-0.296	0.064	
3.0	0.0	0.0	0.0	0.0	495.0	-0.338	0.044	
4.0	0.0	0.0	0.0	0.0	497.0	-0.38	0.07	
5.0	0.0	0.0	0.0	0.0	499.0	-0.416	0.1	
6.0	0.0	0.0	0.0	0.0	500.0	-0.438	0.015	
7.0	0.0	0.0	0.0	0.0	502.0	-0.458	-0.006	
8.0	0.0	0.0	0.0	0.0	506.0	-0.464	-0.108	
9.0	0.0	0.0	0.0	0.0	508.0	-0.461	-0.182	
10.0	0.0	0.0	0.0	0.0	511.0	-0.442	-0.214	
11.0	0.0	0.0	0.0	0.0	513.0	-0.422	-0.111	
12.0	0.0	0.0	0.0	0.0	514.0	-0.396	-0.009	
13.0	0.0	0.0	0.0	0.0	514.0	-0.367	-0.021	
14.0	0.0	0.0	0.0	0.0	515.0	-0.338	0.021	
15.0	0.0	0.0	0.0	0.0	514.0	-0.3	0.035	
0.0	0.0	0.0	0.0	0.0	515.0	-0.255	-0.141	
1.0	0.0	0.0	0.0	0.0	516.0	-0.197	-0.138	
2.0	0.0	0.0	0.0	0.0	517.0	-0.135	-0.196	
3.0	0.0	0.0	0.0	0.0	518.0	-0.071	-0.123	
4.0	0.0	0.0	0.0	0.0	519.0	-0.006	-0.144	
5.0	0.0	0.0	0.0	0.0	520.0	0.048	-0.029	
6.0	0.0	0.0	0.0	0.0	519.0	0.106	0.021	
7.0	0.0	0.0	0.0	0.0	516.0	0.168	0.041	
8.0	0.0	0.0	0.0	0.0	514.0	0.232	0.021	
9.0	0.0	0.0	0.0	0.0	511.0	0.29	0.094	
10.0	0.0	0.0	0.0	0.0	511.0	0.345	0.044	
11.0	0.0	0.0	0.0	0.0	509.0	0.393	0.064	
12.0	0.0	0.0	0.0	0.0	507.0	0.435	-0.021	
13.0	0.0	0.0	0.0	0.0	507.0	0.471	0.097	
14.0	0.0	0.0	0.0	0.0	509.0	0.503	-0.076	
15.0	0.0	0.0	0.0	0.0	509.0	0.529	-0.199	
0.0	0.0	0.0	0.0	0.0	506.0	0.561	-0.155	
1.0	0.0	0.0	0.0	0.0	504.0	0.587	-0.158	
2.0	0.0	0.0	0.0	0.0	504.0	0.619	-0.138	
3.0	0.0	0.0	0.0	0.0	503.0	0.657	-0.138	
4.0	0.0	0.0	0.0	0.0	502.0	0.699	-0.398	
5.0	0.0	0.0	0.0	0.0	500.0	0.738	-0.604	
6.0	0.0	0.0	0.0	0.0	498.0	0.78	-0.46	
7.0	0.0	0.0	0.0	0.0	497.0	0.815	0.196	
8.0	0.0	0.0	0.0	0.0	497.0	0.851	0.369	
9.0	0.0	0.0	0.0	0.0	496.0	0.88	-0.059	
10.0	0.0	0.0	0.0	0.0	496.0	0.902	-0.595	
11.0	0.0	0.0	0.0	0.0	498.0	0.918	-0.686	
12.0	0.0	0.0	0.0	0.0	500.0	0.935	-0.568	
13.0	0.0	0.0	0.0	0.0	503.0	0.951	-0.454	
14.0	0.0	0.0	0.0	0.0	505.0	0.973	-0.475	
15.0	0.0	0.0	0.0	0.0	507.0	0.999	-0.407	
0.0	0.0	0.0	0.0	0.0	510.0	1.022	-0.296	
1.0	0.0	0.0	0.0	0.0	510.0	1.044	-0.29	
2.0	0.0	0.0	0.0	0.0	508.0	1.073	-0.305	
3.0	0.0	0.0	0.0	0.0	507.0	1.096	-0.202	
4.0	0.0	0.0	0.0	0.0	504.0	1.112	-0.146	
5.0	0.0	0.0	0.0	0.0	500.0	1.128	-0.138	
6.0	0.0	0.0	0.0	0.0	497.0	1.141	-0.149	
7.0	0.0	0.0	0.0	0.0	496.0	1.157	0.088	
8.0	0.0	0.0	0.0	0.0	496.0	1.176	0.1	
9.0	0.0	0.0	0.0	0.0	495.0	1.196	0.1	
10.0	0.0	0.0	0.0	0.0	496.0	1.218	0.305	
11.0	0.0	0.0	0.0	0.0	494.0	1.237	0.396	
12.0	0.0	0.0	0.0	0.0	496.0	1.254	0.48	
13.0	0.0	0.0	0.0	0.0	497.0	1.267	0.562	
14.0	0.0	0.0	0.0	0.0	497.0	1.276	0.504	
15.0	0.0	0.0	0.0	0.0	500.0	1.289	0.41	
0.0	0.0	0.0	0.0	0.0	502.0	1.305	0.229	
1.0	0.0	0.0	0.0	0.0	506.0	1.321	0.041	
2.0	0.0	0.0	0.0	0.0	511.0	1.337	0.009	
3.0	0.0	0.0	0.0	0.0	514.0	1.354	0.161	
4.0	0.0	0.0	0.0	0.0	516.0	1.366	0.252	
5.0	0.0	0.0	0.0	0.0	521.0	1.373	0.495	
6.0	0.0	0.0	0.0	0.0	523.0	1.379	0.527	
7.0	0.0	0.0	0.0	0.0	526.0	1.383	0.387	
8.0	0.0	0.0	0.0	0.0	528.0	1.389	0.182	
