# OpenSignals Text File Format. Version 1
# {"88:6B:0F:F0:D6:9F": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:F0:D6:9F", "device connection": "BTH88:6B:0F:F0:D6:9F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "14:0:15.531", "channels": [3, 4], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3", "A4"], "special": [{}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	513	495	
1	0	0	0	0	525	485	
2	0	0	0	0	535	477	
3	0	0	0	0	544	478	
4	0	0	0	0	552	474	
5	0	0	0	0	557	478	
6	0	0	0	0	552	481	
7	0	0	0	0	542	490	
8	0	0	0	0	530	502	
9	0	0	0	0	517	508	
10	0	0	0	0	505	519	
11	0	0	0	0	496	528	
12	0	0	0	0	485	537	
13	0	0	0	0	477	540	
14	0	0	0	0	470	539	
15	0	0	0	0	466	536	
0	0	0	0	0	465	532	
1	0	0	0	0	473	522	
2	0	0	0	0	486	514	
3	0	0	0	0	502	506	
4	0	0	0	0	514	502	
5	0	0	0	0	528	488	
6	0	0	0	0	543	480	
7	0	0	0	0	550	473	
8	0	0	0	0	555	472	
9	0	0	0	0	557	476	
10	0	0	0	0	553	478	
11	0	0	0	0	548	486	
12	0	0	0	0	535	498	
13	0	0	0	0	524	508	
14	0	0	0	0	512	519	
15	0	0	0	0	498	530	
0	0	0	0	0	483	538	
1	0	0	0	0	477	540	
2	0	0	0	0	471	543	
3	0	0	0	0	469	540	
4	0	0	0	0	470	536	
5	0	0	0	0	479	527	
6	0	0	0	0	489	513	
7	0	0	0	0	499	506	
8	0	0	0	0	511	497	
9	0	0	0	0	527	487	
10	0	0	0	0	541	478	
11	0	0	0	0	548	472	
12	0	0	0	0	553	476	
13	0	0	0	0	554	473	
14	0	0	0	0	552	479	
15	0	0	0	0	545	490	
0	0	0	0	0	536	498	
1	0	0	0	0	527	505	
2	0	0	0	0	513	518	
3	0	0	0	0	496	529	
4	0	0	0	0	481	536	
