# OpenSignals Text File Format. Version 1
# {"88:6B:0F:F0:D6:9F": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:F0:D6:9F", "device connection": "BTH88:6B:0F:F0:D6:9F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "13:56:11.430", "channels": [3, 4], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3", "A4"], "special": [{}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	0.0	0.0	0.0	0.0	0.07	
1.0	0.0	0.0	0.0	0.0	0.006	-0.045	
2.0	0.0	0.0	0.0	0.0	0.0	0.172	
3.0	0.0	0.0	0.0	0.0	0.003	0.048	
4.0	0.0	0.0	0.0	0.0	0.006	-0.15	
5.0	0.0	0.0	0.0	0.0	0.01	-0.185	
6.0	0.0	0.0	0.0	0.0	-0.01	-0.054	
7.0	0.0	0.0	0.0	0.0	0.0	0.016	
8.0	0.0	0.0	0.0	0.0	-0.006	0.099	
9.0	0.0	0.0	0.0	0.0	0.0	0.003	
10.0	0.0	0.0	0.0	0.0	0.0	-0.125	
11.0	0.0	0.0	0.0	0.0	0.01	-0.064	
12.0	0.0	0.0	0.0	0.0	0.013	-0.003	
13.0	0.0	0.0	0.0	0.0	0.0	0.07	
14.0	0.0	0.0	0.0	0.0	-0.01	0.064	
15.0	0.0	0.0	0.0	0.0	0.003	-0.026	
0.0	0.0	0.0	0.0	0.0	-0.003	-0.042	
1.0	0.0	0.0	0.0	0.0	0.0	-0.026	
2.0	0.0	0.0	0.0	0.0	0.003	-0.016	
3.0	0.0	0.0	0.0	0.0	0.006	0.032	
4.0	0.0	0.0	0.0	0.0	-0.006	0.019	
5.0	0.0	0.0	0.0	0.0	0.0	0.01	
6.0	0.0	0.0	0.0	0.0	0.01	0.029	
7.0	0.0	0.0	0.0	0.0	0.006	-0.006	
8.0	0.0	0.0	0.0	0.0	-0.006	-0.188	
9.0	0.0	0.0	0.0	0.0	-0.01	-0.032	
10.0	0.0	0.0	0.0	0.0	-0.013	-0.182	
11.0	0.0	0.0	0.0	0.0	-0.006	-0.118	
12.0	0.0	0.0	0.0	0.0	-0.01	0.038	
13.0	0.0	0.0	0.0	0.0	-0.013	-0.035	
14.0	0.0	0.0	0.0	0.0	-0.003	0.057	
15.0	0.0	0.0	0.0	0.0	-0.006	-0.125	
0.0	0.0	0.0	0.0	0.0	-0.013	-0.137	
1.0	0.0	0.0	0.0	0.0	-0.006	-0.006	
2.0	0.0	0.0	0.0	0.0	-0.013	0.275	
3.0	0.0	0.0	0.0	0.0	-0.003	0.045	
4.0	0.0	0.0	0.0	0.0	0.01	0.176	
5.0	0.0	0.0	0.0	0.0	0.032	-0.125	
6.0	0.0	0.0	0.0	0.0	0.016	-0.093	
7.0	0.0	0.0	0.0	0.0	0.016	-0.051	
8.0	0.0	0.0	0.0	0.0	0.022	0.006	
9.0	0.0	0.0	0.0	0.0	0.022	0.003	
10.0	0.0	0.0	0.0	0.0	0.01	0.013	
11.0	0.0	0.0	0.0	0.0	0.0	-0.061	
12.0	0.0	0.0	0.0	0.0	0.003	-0.105	
13.0	0.0	0.0	0.0	0.0	0.0	0.08	
14.0	0.0	0.0	0.0	0.0	-0.003	0.073	
15.0	0.0	0.0	0.0	0.0	-0.01	-0.022	
0.0	0.0	0.0	0.0	0.0	-0.006	-0.038	
1.0	0.0	0.0	0.0	0.0	-0.013	-0.022	
2.0	0.0	0.0	0.0	0.0	-0.003	-0.006	
3.0	0.0	0.0	0.0	0.0	-0.016	0.013	
4.0	0.0	0.0	0.0	0.0	-0.016	0.016	
5.0	0.0	0.0	0.0	0.0	-0.026	-0.032	
6.0	0.0	0.0	0.0	0.0	-0.01	-0.077	
7.0	0.0	0.0	0.0	0.0	-0.016	-0.185	
8.0	0.0	0.0	0.0	0.0	-0.006	-0.128	
9.0	0.0	0.0	0.0	0.0	0.0	-0.128	
10.0	0.0	0.0	0.0	0.0	-0.006	-0.022	
11.0	0.0	0.0	0.0	0.0	0.006	-0.054	
12.0	0.0	0.0	0.0	0.0	0.019	-0.073	
13.0	0.0	0.0	0.0	0.0	0.006	0.195	
14.0	0.0	0.0	0.0	0.0	0.003	0.332	
15.0	0.0	0.0	0.0	0.0	0.01	0.064	
0.0	0.0	0.0	0.0	0.0	0.013	-0.099	
1.0	0.0	0.0	0.0	0.0	-0.01	0.195	
2.0	0.0	0.0	0.0	0.0	0.0	-0.067	
3.0	0.0	0.0	0.0	0.0	0.0	0.166	
4.0	0.0	0.0	0.0	0.0	-0.003	0.102	
5.0	0.0	0.0	0.0	0.0	0.01	0.01	
6.0	0.0	0.0	0.0	0.0	0.01	-0.23	
7.0	0.0	0.0	0.0	0.0	0.003	-0.179	
8.0	0.0	0.0	0.0	0.0	0.003	-0.032	
9.0	0.0	0.0	0.0	0.0	-0.003	-0.006	
10.0	0.0	0.0	0.0	0.0	-0.026	-0.22	
11.0	0.0	0.0	0.0	0.0	-0.013	-0.045	
12.0	0.0	0.0	0.0	0.0	-0.003	-0.051	
13.0	0.0	0.0	0.0	0.0	-0.003	-0.224	
14.0	0.0	0.0	0.0	0.0	-0.013	0.271	
15.0	0.0	0.0	0.0	0.0	-0.013	0.118	
0.0	0.0	0.0	0.0	0.0	0.01	-0.073	
1.0	0.0	0.0	0.0	0.0	0.003	-0.032	
2.0	0.0	0.0	0.0	0.0	0.016	-0.006	
3.0	0.0	0.0	0.0	0.0	0.006	-0.016	
4.0	0.0	0.0	0.0	0.0	0.0	-0.045	
5.0	0.0	0.0	0.0	0.0	0.01	-0.038	
6.0	0.0	0.0	0.0	0.0	-0.006	-0.051	
7.0	0.0	0.0	0.0	0.0	-0.019	0.038	
8.0	0.0	0.0	0.0	0.0	-0.016	0.16	
9.0	0.0	0.0	0.0	0.0	-0.003	0.077	
10.0	0.0	0.0	0.0	0.0	-0.003	-0.016	
11.0	0.0	0.0	0.0	0.0	0.016	-0.172	
12.0	0.0	0.0	0.0	0.0	0.006	-0.051	
13.0	0.0	0.0	0.0	0.0	0.013	-0.192	
14.0	0.0	0.0	0.0	0.0	0.016	0.061	
15.0	0.0	0.0	0.0	0.0	0.0	-0.038	
0.0	0.0	0.0	0.0	0.0	-0.006	-0.064	
1.0	0.0	0.0	0.0	0.0	-0.026	-0.006	
2.0	0.0	0.0	0.0	0.0	-0.016	-0.054	
3.0	0.0	0.0	0.0	0.0	0.0	-0.035	
4.0	0.0	0.0	0.0	0.0	0.006	-0.073	
5.0	0.0	0.0	0.0	0.0	0.01	-0.093	
6.0	0.0	0.0	0.0	0.0	0.006	0.064	
7.0	0.0	0.0	0.0	0.0	0.006	0.07	
8.0	0.0	0.0	0.0	0.0	-0.006	0.032	
9.0	0.0	0.0	0.0	0.0	-0.016	-0.045	
10.0	0.0	0.0	0.0	0.0	-0.013	-0.093	
11.0	0.0	0.0	0.0	0.0	-0.013	-0.112	
