# OpenSignals Text File Format. Version 1
# {"88:6B:0F:F0:D6:9F": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:F0:D6:9F", "device connection": "BTH88:6B:0F:F0:D6:9F", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "14:1:38.168", "channels": [3, 4], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A3", "A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3", "A4"], "special": [{}, {}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	508	540	
1	0	0	0	0	512	549	
2	0	0	0	0	506	512	
3	0	0	0	0	504	445	
4	0	0	0	0	515	481	
5	0	0	0	0	517	506	
6	0	0	0	0	515	524	
7	0	0	0	0	511	518	
8	0	0	0	0	510	514	
9	0	0	0	0	512	507	
10	0	0	0	0	505	494	
11	0	0	0	0	509	489	
12	0	0	0	0	515	521	
13	0	0	0	0	515	564	
14	0	0	0	0	508	529	
15	0	0	0	0	502	467	
0	0	0	0	0	511	506	
1	0	0	0	0	512	524	
2	0	0	0	0	513	524	
3	0	0	0	0	511	478	
4	0	0	0	0	509	473	
5	0	0	0	0	520	480	
6	0	0	0	0	513	448	
7	0	0	0	0	511	498	
8	0	0	0	0	513	537	
9	0	0	0	0	513	547	
10	0	0	0	0	514	566	
11	0	0	0	0	508	552	
12	0	0	0	0	504	469	
13	0	0	0	0	507	428	
14	0	0	0	0	518	466	
15	0	0	0	0	526	540	
0	0	0	0	0	519	582	
1	0	0	0	0	511	549	
2	0	0	0	0	507	442	
3	0	0	0	0	508	438	
4	0	0	0	0	507	467	
5	0	0	0	0	515	520	
6	0	0	0	0	515	534	
7	0	0	0	0	513	535	
8	0	0	0	0	505	505	
9	0	0	0	0	510	515	
10	0	0	0	0	511	543	
11	0	0	0	0	513	565	
12	0	0	0	0	512	548	
13	0	0	0	0	506	483	
14	0	0	0	0	508	422	
15	0	0	0	0	514	521	
0	0	0	0	0	511	539	
1	0	0	0	0	512	455	
2	0	0	0	0	512	480	
3	0	0	0	0	510	507	
4	0	0	0	0	512	511	
5	0	0	0	0	508	515	
6	0	0	0	0	505	517	
7	0	0	0	0	508	503	
8	0	0	0	0	519	513	
9	0	0	0	0	527	499	
10	0	0	0	0	525	509	
11	0	0	0	0	516	534	
12	0	0	0	0	509	530	
13	0	0	0	0	507	500	
14	0	0	0	0	506	504	
15	0	0	0	0	503	454	
0	0	0	0	0	515	492	
1	0	0	0	0	516	538	
2	0	0	0	0	513	554	
3	0	0	0	0	514	565	
4	0	0	0	0	510	525	
5	0	0	0	0	511	492	
6	0	0	0	0	500	421	
7	0	0	0	0	508	467	
8	0	0	0	0	503	449	
9	0	0	0	0	510	484	
10	0	0	0	0	519	527	
11	0	0	0	0	520	542	
12	0	0	0	0	507	532	
13	0	0	0	0	510	532	
14	0	0	0	0	515	542	
15	0	0	0	0	511	516	
0	0	0	0	0	508	464	
1	0	0	0	0	519	520	
2	0	0	0	0	519	546	
3	0	0	0	0	514	515	
4	0	0	0	0	504	459	
5	0	0	0	0	506	463	
6	0	0	0	0	513	513	
7	0	0	0	0	515	579	
8	0	0	0	0	519	625	
9	0	0	0	0	503	590	
10	0	0	0	0	485	407	
11	0	0	0	0	507	393	
12	0	0	0	0	519	415	
13	0	0	0	0	520	469	
14	0	0	0	0	519	500	
15	0	0	0	0	518	486	
0	0	0	0	0	526	506	
1	0	0	0	0	521	540	
2	0	0	0	0	517	559	
3	0	0	0	0	509	544	
4	0	0	0	0	507	487	
5	0	0	0	0	507	500	
6	0	0	0	0	506	509	
7	0	0	0	0	512	534	
8	0	0	0	0	511	525	
9	0	0	0	0	503	480	
10	0	0	0	0	507	514	
11	0	0	0	0	512	520	
12	0	0	0	0	512	516	
13	0	0	0	0	512	515	
14	0	0	0	0	513	517	
15	0	0	0	0	512	519	
0	0	0	0	0	511	511	
1	0	0	0	0	510	522	
2	0	0	0	0	512	553	
3	0	0	0	0	505	566	
4	0	0	0	0	507	572	
5	0	0	0	0	505	500	
6	0	0	0	0	509	389	
7	0	0	0	0	515	367	
8	0	0	0	0	522	403	
9	0	0	0	0	525	494	
10	0	0	0	0	515	527	
11	0	0	0	0	509	529	
12	0	0	0	0	512	523	
13	0	0	0	0	514	525	
14	0	0	0	0	512	556	
15	0	0	0	0	511	541	
0	0	0	0	0	505	519	
1	0	0	0	0	501	477	
2	0	0	0	0	513	503	
3	0	0	0	0	516	522	
4	0	0	0	0	507	542	
5	0	0	0	0	515	519	
6	0	0	0	0	524	524	
7	0	0	0	0	525	496	
8	0	0	0	0	515	473	
9	0	0	0	0	512	517	
