# OpenSignals Text File Format. Version 1
# {"88:6B:0F:F0:D4:D1": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:F0:D4:D1", "device connection": "BTH88:6B:0F:F0:D4:D1", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "10:32:28.981", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	604	
1	0	0	0	0	558	
2	0	0	0	0	582	
3	0	0	0	0	535	
4	0	0	0	0	553	
5	0	0	0	0	535	
6	0	0	0	0	556	
7	0	0	0	0	518	
8	0	0	0	0	559	
9	0	0	0	0	543	
10	0	0	0	0	516	
11	0	0	0	0	517	
12	0	0	0	0	706	
13	0	0	0	0	896	
14	0	0	0	0	842	
15	0	0	0	0	622	
0	0	0	0	0	512	
1	0	0	0	0	459	
2	0	0	0	0	481	
3	0	0	0	0	453	
4	0	0	0	0	488	
5	0	0	0	0	471	
6	0	0	0	0	506	
7	0	0	0	0	493	
8	0	0	0	0	526	
9	0	0	0	0	505	
10	0	0	0	0	533	
11	0	0	0	0	512	
12	0	0	0	0	542	
13	0	0	0	0	528	
14	0	0	0	0	552	
15	0	0	0	0	524	
0	0	0	0	0	551	
1	0	0	0	0	527	
2	0	0	0	0	569	
3	0	0	0	0	541	
4	0	0	0	0	584	
5	0	0	0	0	542	
6	0	0	0	0	567	
7	0	0	0	0	554	
8	0	0	0	0	569	
9	0	0	0	0	547	
10	0	0	0	0	581	
11	0	0	0	0	560	
12	0	0	0	0	567	
13	0	0	0	0	532	
14	0	0	0	0	553	
15	0	0	0	0	513	
0	0	0	0	0	514	
1	0	0	0	0	495	
2	0	0	0	0	505	
3	0	0	0	0	480	
4	0	0	0	0	525	
5	0	0	0	0	489	
6	0	0	0	0	519	
7	0	0	0	0	507	
8	0	0	0	0	527	
9	0	0	0	0	512	
10	0	0	0	0	536	
11	0	0	0	0	510	
12	0	0	0	0	542	
13	0	0	0	0	521	
14	0	0	0	0	551	
15	0	0	0	0	524	
0	0	0	0	0	552	
1	0	0	0	0	519	
2	0	0	0	0	556	
3	0	0	0	0	541	
4	0	0	0	0	558	
5	0	0	0	0	528	
6	0	0	0	0	553	
7	0	0	0	0	525	
8	0	0	0	0	552	
9	0	0	0	0	523	
10	0	0	0	0	539	
11	0	0	0	0	521	
12	0	0	0	0	543	
13	0	0	0	0	504	
14	0	0	0	0	548	
15	0	0	0	0	518	
0	0	0	0	0	534	
1	0	0	0	0	499	
2	0	0	0	0	527	
3	0	0	0	0	507	
4	0	0	0	0	517	
5	0	0	0	0	509	
6	0	0	0	0	528	
7	0	0	0	0	507	
8	0	0	0	0	525	
9	0	0	0	0	502	
10	0	0	0	0	530	
11	0	0	0	0	504	
12	0	0	0	0	533	
13	0	0	0	0	499	
14	0	0	0	0	526	
15	0	0	0	0	514	
0	0	0	0	0	524	
1	0	0	0	0	497	
2	0	0	0	0	527	
3	0	0	0	0	505	
4	0	0	0	0	532	
5	0	0	0	0	503	
6	0	0	0	0	516	
7	0	0	0	0	499	
8	0	0	0	0	526	
9	0	0	0	0	484	
10	0	0	0	0	528	
11	0	0	0	0	505	
12	0	0	0	0	530	
13	0	0	0	0	513	
14	0	0	0	0	534	
15	0	0	0	0	513	
0	0	0	0	0	528	
1	0	0	0	0	503	
2	0	0	0	0	536	
3	0	0	0	0	510	
4	0	0	0	0	534	
5	0	0	0	0	521	
6	0	0	0	0	526	
7	0	0	0	0	508	
8	0	0	0	0	531	
9	0	0	0	0	512	
10	0	0	0	0	519	
11	0	0	0	0	518	
12	0	0	0	0	542	
13	0	0	0	0	529	
14	0	0	0	0	556	
15	0	0	0	0	533	
0	0	0	0	0	547	
1	0	0	0	0	508	
2	0	0	0	0	513	
3	0	0	0	0	489	
4	0	0	0	0	502	
5	0	0	0	0	480	
6	0	0	0	0	507	
7	0	0	0	0	486	
8	0	0	0	0	493	
9	0	0	0	0	414	
10	0	0	0	0	578	
11	0	0	0	0	800	
12	0	0	0	0	945	
13	0	0	0	0	667	
14	0	0	0	0	506	
15	0	0	0	0	397	
0	0	0	0	0	415	
1	0	0	0	0	384	
2	0	0	0	0	427	
3	0	0	0	0	412	
4	0	0	0	0	452	
5	0	0	0	0	435	
6	0	0	0	0	460	
7	0	0	0	0	453	
8	0	0	0	0	484	
9	0	0	0	0	460	
10	0	0	0	0	490	
11	0	0	0	0	475	
12	0	0	0	0	496	
13	0	0	0	0	488	
14	0	0	0	0	516	
15	0	0	0	0	497	
0	0	0	0	0	525	
1	0	0	0	0	508	
2	0	0	0	0	532	
3	0	0	0	0	506	
4	0	0	0	0	539	
5	0	0	0	0	514	
6	0	0	0	0	556	
7	0	0	0	0	533	
8	0	0	0	0	540	
9	0	0	0	0	531	
10	0	0	0	0	553	
11	0	0	0	0	530	
12	0	0	0	0	522	
13	0	0	0	0	497	
14	0	0	0	0	488	
15	0	0	0	0	472	
0	0	0	0	0	491	
1	0	0	0	0	464	
2	0	0	0	0	473	
3	0	0	0	0	471	
4	0	0	0	0	495	
5	0	0	0	0	467	
6	0	0	0	0	511	
7	0	0	0	0	470	
8	0	0	0	0	518	
9	0	0	0	0	491	
10	0	0	0	0	484	
11	0	0	0	0	515	
12	0	0	0	0	521	
13	0	0	0	0	482	
14	0	0	0	0	524	
15	0	0	0	0	489	
0	0	0	0	0	535	
1	0	0	0	0	504	
2	0	0	0	0	502	
3	0	0	0	0	492	
4	0	0	0	0	523	
5	0	0	0	0	496	
6	0	0	0	0	500	
7	0	0	0	0	467	
8	0	0	0	0	508	
9	0	0	0	0	499	
10	0	0	0	0	507	
11	0	0	0	0	472	
12	0	0	0	0	495	
13	0	0	0	0	475	
14	0	0	0	0	503	
15	0	0	0	0	490	
0	0	0	0	0	517	
1	0	0	0	0	480	
2	0	0	0	0	513	
3	0	0	0	0	485	
4	0	0	0	0	527	
5	0	0	0	0	499	
6	0	0	0	0	523	
7	0	0	0	0	476	
8	0	0	0	0	493	
9	0	0	0	0	517	
10	0	0	0	0	531	
11	0	0	0	0	491	
12	0	0	0	0	536	
13	0	0	0	0	508	
14	0	0	0	0	508	
15	0	0	0	0	501	
0	0	0	0	0	536	
1	0	0	0	0	513	
2	0	0	0	0	531	
3	0	0	0	0	511	
4	0	0	0	0	508	
5	0	0	0	0	527	
6	0	0	0	0	539	
7	0	0	0	0	511	
8	0	0	0	0	520	
9	0	0	0	0	524	
10	0	0	0	0	541	
11	0	0	0	0	509	
12	0	0	0	0	534	
13	0	0	0	0	522	
14	0	0	0	0	519	
15	0	0	0	0	526	
0	0	0	0	0	535	
1	0	0	0	0	513	
2	0	0	0	0	540	
3	0	0	0	0	505	
