# OpenSignals Text File Format. Version 1
# {"88:6B:0F:F0:D4:D1": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:F0:D4:D1", "device connection": "BTH88:6B:0F:F0:D4:D1", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-10-22", "time": "10:9:10.341", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 1}}
# EndOfHeader
0.0	0.0	0.0	0.0	0.0	1.271	
1.0	0.0	0.0	0.0	0.0	1.298	
2.0	0.0	0.0	0.0	0.0	1.148	
3.0	0.0	0.0	0.0	0.0	1.049	
4.0	0.0	0.0	0.0	0.0	0.853	
5.0	0.0	0.0	0.0	0.0	0.885	
6.0	0.0	0.0	0.0	0.0	0.882	
7.0	0.0	0.0	0.0	0.0	1.061	
8.0	0.0	0.0	0.0	0.0	1.107	
9.0	0.0	0.0	0.0	0.0	1.403	
10.0	0.0	0.0	0.0	0.0	1.453	
11.0	0.0	0.0	0.0	0.0	1.207	
12.0	0.0	0.0	0.0	0.0	0.923	
13.0	0.0	0.0	0.0	0.0	0.812	
14.0	0.0	0.0	0.0	0.0	0.604	
15.0	0.0	0.0	0.0	0.0	0.94	
0.0	0.0	0.0	0.0	0.0	1.494	
1.0	0.0	0.0	0.0	0.0	1.494	
2.0	0.0	0.0	0.0	0.0	1.113	
3.0	0.0	0.0	0.0	0.0	0.41	
4.0	0.0	0.0	0.0	0.0	0.035	
5.0	0.0	0.0	0.0	0.0	0.091	
6.0	0.0	0.0	0.0	0.0	0.12	
7.0	0.0	0.0	0.0	0.0	0.454	
8.0	0.0	0.0	0.0	0.0	0.58	
9.0	0.0	0.0	0.0	0.0	0.794	
10.0	0.0	0.0	0.0	0.0	0.891	
11.0	0.0	0.0	0.0	0.0	1.113	
12.0	0.0	0.0	0.0	0.0	1.201	
13.0	0.0	0.0	0.0	0.0	1.263	
14.0	0.0	0.0	0.0	0.0	1.181	
15.0	0.0	0.0	0.0	0.0	1.21	
0.0	0.0	0.0	0.0	0.0	1.143	
1.0	0.0	0.0	0.0	0.0	1.113	
2.0	0.0	0.0	0.0	0.0	0.97	
3.0	0.0	0.0	0.0	0.0	1.078	
4.0	0.0	0.0	0.0	0.0	0.914	
5.0	0.0	0.0	0.0	0.0	0.894	
6.0	0.0	0.0	0.0	0.0	0.706	
7.0	0.0	0.0	0.0	0.0	0.498	
8.0	0.0	0.0	0.0	0.0	0.39	
9.0	0.0	0.0	0.0	0.0	0.346	
10.0	0.0	0.0	0.0	0.0	0.097	
11.0	0.0	0.0	0.0	0.0	-0.044	
12.0	0.0	0.0	0.0	0.0	-0.311	
13.0	0.0	0.0	0.0	0.0	-0.527	
14.0	0.0	0.0	0.0	0.0	-0.507	
15.0	0.0	0.0	0.0	0.0	-0.363	
0.0	0.0	0.0	0.0	0.0	-0.123	
1.0	0.0	0.0	0.0	0.0	0.176	
2.0	0.0	0.0	0.0	0.0	0.372	
